trial,task,mode,score,n_pages,n_matched_avg,bm_position,bm_text,bm_color,bm_font,bm_border,bm_size,bm_recall,tree_bleu,visual_ssim
auth_glassy-001__CLkSoXc,auth_glassy-001,v51,0.7976770677270899,6,54.0,0.9109877831600715,0.9985986468341991,0.6014992290512342,0.8135144293485909,0.9793232129841609,0.8689317410942401,0.9649983702887378,0.6356522646261898,0.5743304719170169
auth_glassy-001__CLkSoXc,auth_glassy-001,v52,0.8143764624378068,6,54.0,0.9172612421216982,0.9984687153294546,0.7087614932992685,0.8143172576878586,0.9766340411779875,0.85469321304892,0.9649983702887378,0.6356522646261898,0.5743304719170169
auth_glassy-001__EXjZKAz,auth_glassy-001,v51,0.8447189786973701,6,56.0,0.8544792363163571,0.9992247087719632,0.9169829155082421,0.8106354343350822,0.9763798591432239,0.8691523813295365,0.9987715582606825,0.6271936479073402,0.7315519482022105
auth_glassy-001__EXjZKAz,auth_glassy-001,v52,0.8474495946634213,6,56.0,0.8708774389609939,0.9987156921806001,0.914122676414014,0.8131968557981822,0.9745412866485011,0.8626477976112233,0.9987715582606825,0.6271936479073402,0.7315519482022105
auth_glassy-001__Ehkfcs6,auth_glassy-001,v51,0.8431399800621588,6,55.333333333333336,0.9164608959901064,0.9980761366566392,0.8732357013462689,0.8001340876960286,0.969954060734759,0.8695604641017992,0.9670019149657616,0.6177155127581259,0.7394002045070224
auth_glassy-001__Ehkfcs6,auth_glassy-001,v52,0.8438189712939833,6,55.333333333333336,0.9171234469409866,0.9972877381410221,0.8809227436644494,0.8009163531238132,0.9646516014468222,0.8574412241558883,0.9670019149657616,0.6177155127581259,0.7394002045070224
auth_glassy-001__M8zNKE6,auth_glassy-001,v51,0.8097545237673315,6,54.333333333333336,0.8097228909318085,0.9826062133575381,0.9278057655265602,0.9655955738477995,0.9546560130423406,0.82312162740164,0.9501153297033383,0.47236590450720267,0.7134468060885738
auth_glassy-001__M8zNKE6,auth_glassy-001,v52,0.8109426452288323,6,54.333333333333336,0.8267566128785648,0.9775175840478144,0.919364780495674,0.9691440884475266,0.9469876620640156,0.8071523533572811,0.9501153297033383,0.47236590450720267,0.7134468060885738
auth_glassy-001__PEMFUqo,auth_glassy-001,v51,0.8178612596825586,6,53.0,0.7876650709274493,0.9824258380838785,0.9510105981806801,0.9663029158613851,0.9530618346473037,0.807517842290133,0.930634995685843,0.5306816621568595,0.7339261295337048
auth_glassy-001__PEMFUqo,auth_glassy-001,v52,0.8202946059533116,6,53.0,0.8127524525245183,0.9753744705595704,0.9426155128411101,0.9651391920353593,0.9394409422165638,0.7974506800362962,0.930634995685843,0.5306816621568595,0.7339261295337048
auth_glassy-001__SAQr8zr,auth_glassy-001,v51,0.7946037792167225,6,54.333333333333336,0.7762674333720095,0.9865499381260903,0.8945241088768944,0.8104055467499096,0.9705872550357846,0.8454100505421068,0.9734482422395546,0.5056458661056497,0.7211843127803582
auth_glassy-001__SAQr8zr,auth_glassy-001,v52,0.7946486246759648,6,54.333333333333336,0.7924821533147318,0.9809360320690983,0.8876870117746636,0.8114295123447294,0.9682945961504826,0.8111392521871011,0.9734482422395546,0.5056458661056497,0.7211843127803582
auth_glassy-001__Z8vqddU,auth_glassy-001,v51,0.8318074799480554,6,54.666666666666664,0.8603718087109401,0.9850156135207425,0.9302410594515443,0.9658261502348388,0.958942769153461,0.849402099677269,0.9509517458230423,0.5152295213418986,0.7390802357375575
auth_glassy-001__Z8vqddU,auth_glassy-001,v52,0.8306535726705474,6,54.666666666666664,0.8672306337441319,0.9793670079387412,0.9166087305136532,0.9680999926898424,0.9500105211911117,0.8465351670620144,0.9509517458230423,0.5152295213418986,0.7390802357375575
auth_glassy-001__qkLxH4W,auth_glassy-001,v51,0.8771679399129316,6,56.0,0.8927550113846213,0.9985522669782357,0.9493357802834567,0.9707049766797099,0.9559863055500685,0.8587480111514648,0.9933590860430743,0.6535000937572008,0.7329912802443944
auth_glassy-001__qkLxH4W,auth_glassy-001,v52,0.8781380559233704,6,56.0,0.9019155404710664,0.9972160636420443,0.9514585100951299,0.972082272763139,0.9430666731373155,0.8350578400849624,0.9933590860430743,0.6535000937572008,0.7329912802443944
auth_glassy-001__rfLvLs9,auth_glassy-001,v51,0.8652679982379031,6,56.166666666666664,0.890256744741977,0.998894770426534,0.960762308955254,0.9683164482622854,0.9699624992815244,0.8308578089300346,0.9999999999999963,0.5909959424241921,0.7327820429199597
auth_glassy-001__rfLvLs9,auth_glassy-001,v52,0.8648385529991263,6,56.166666666666664,0.8967087965661374,0.9982514654786918,0.9547380279391856,0.9687992639707176,0.9637656620830733,0.8148545183848815,0.9999999999999963,0.5909959424241921,0.7327820429199597
auth_glassy-001__uL5Lv6t,auth_glassy-001,v51,0.7931542325293623,6,53.833333333333336,0.7681707860941054,0.9706202286042114,0.8945266655337774,0.9653964564407729,0.9612550196372623,0.8193533403854917,0.9706247096276508,0.44791368703259954,0.7119059221206809
auth_glassy-001__uL5Lv6t,auth_glassy-001,v52,0.7953469405468013,6,53.833333333333336,0.789131098966315,0.959751610867062,0.8919533603783599,0.9647758796150413,0.951237551957639,0.8100645538374479,0.9706247096276508,0.44791368703259954,0.7119059221206809
docs_mono-001__4fj8vD4,docs_mono-001,v51,0.5551970022286811,6,76.33333333333333,0.3596300641321449,0.8649117824166123,0.6842761579155154,0.9625720230767864,0.9506733656857035,0.6692086267091182,0.3230616739155647,0.4629622354513405,0.4673811130505214
docs_mono-001__4fj8vD4,docs_mono-001,v52,0.5587437611589802,6,76.33333333333333,0.38096117430280624,0.8240245032015477,0.7107950838182657,0.9543686612404011,0.9501362457353593,0.6734438690271082,0.3230616739155647,0.4629622354513405,0.4673811130505214
docs_mono-001__6wHEKJZ,docs_mono-001,v51,0.8037504409725712,6,184.16666666666666,0.795475778850394,0.9916016102863456,0.8125473345535118,0.974790467926049,0.9499192388056624,0.8362358118620756,0.9033621666405293,0.6023972905256768,0.5667680700781508
docs_mono-001__6wHEKJZ,docs_mono-001,v52,0.8067573360474838,6,184.16666666666666,0.8072840261121227,0.9785800048343932,0.8311211998883046,0.9759102844321248,0.9598696976257185,0.817222706200789,0.9033621666405293,0.6023972905256768,0.5667680700781508
docs_mono-001__UZj6XnS,docs_mono-001,v51,0.7780031257962455,6,181.5,0.7759785225774496,0.98903411744076,0.8315018707125416,0.9317875154500577,0.9534291539823316,0.8203181461887473,0.8700757457775117,0.5376961924376442,0.5386693944239945
docs_mono-001__UZj6XnS,docs_mono-001,v52,0.7820129916156219,6,181.5,0.7864269179285928,0.9770602689994696,0.8592483966775516,0.9350419198523369,0.9630690833211447,0.7929211913546936,0.8700757457775117,0.5376961924376442,0.5386693944239945
docs_mono-001__Xzij4sn,docs_mono-001,v51,0.7792064026452463,6,186.66666666666666,0.7839921671117915,0.9898246731005397,0.8200709964270841,0.9722094436025522,0.9501735744562931,0.7943523297972481,0.8964706286866614,0.5050388608936394,0.5599585023385338
docs_mono-001__Xzij4sn,docs_mono-001,v52,0.7832102775129549,6,186.66666666666666,0.7997843270758683,0.9801878108312563,0.8395708712357308,0.9733233503797987,0.9566428828171255,0.7698074738532474,0.8964706286866614,0.5050388608936394,0.5599585023385338
docs_mono-001__gt3g3ay,docs_mono-001,v51,0.7666976899823349,6,179.16666666666666,0.7806005954245184,0.9896347459590253,0.8154735529205065,0.9342969113782641,0.9373880305005683,0.8064902708394389,0.8873118758848473,0.47561560767296945,0.5463791153266672
docs_mono-001__gt3g3ay,docs_mono-001,v52,0.7697306475609763,6,179.16666666666666,0.7933132924240511,0.9751517423629205,0.8320077688058238,0.9379833721919809,0.9339167511789063,0.7882890723229591,0.8873118758848473,0.47561560767296945,0.5463791153266672
docs_mono-001__mSdSCSX,docs_mono-001,v51,0.7466094643228702,6,184.33333333333334,0.7879572512642327,0.9916792713055377,0.8426832276351464,0.9731939002009821,0.9350520545309481,0.786183950829765,0.9106734335062079,0.315616541245094,0.5418938391532312
docs_mono-001__mSdSCSX,docs_mono-001,v52,0.7502776572358328,6,184.33333333333334,0.7967123231214845,0.9793485845856705,0.8636078245529403,0.9735163848266093,0.9343083700934408,0.7857701350951056,0.9106734335062079,0.315616541245094,0.5418938391532312
docs_mono-001__rwCzZZ5,docs_mono-001,v51,0.7417949510640827,6,182.83333333333334,0.6198735430948966,0.9937467062075168,0.6887219635088427,0.9803780382205532,0.944487242280115,0.8290343528228431,0.9018700057446086,0.5686810241683131,0.5326210027894782
docs_mono-001__rwCzZZ5,docs_mono-001,v52,0.7436175475324668,6,182.83333333333334,0.6226882636187757,0.9820638530680933,0.707739986658277,0.9803753543557919,0.9501865727087342,0.820544404655073,0.9018700057446086,0.5686810241683131,0.5326210027894782
docs_mono-001__sveChek,docs_mono-001,v51,0.7731859138260909,6,189.0,0.7961110003917042,0.9946045232416362,0.8134568891124299,0.9362917039936693,0.9007579846515797,0.8119095179672325,0.9041146162500265,0.4767855034163982,0.5457157727641955
docs_mono-001__sveChek,docs_mono-001,v52,0.777054670998981,6,189.0,0.8056531164125963,0.9848086750938999,0.8407285847007336,0.9406292957492282,0.9278878021659448,0.7802176233609105,0.9041146162500265,0.4767855034163982,0.5457157727641955
docs_mono-001__uf3UTJw,docs_mono-001,v51,0.7846926071251626,6,184.5,0.7286041064169441,0.9887779650382803,0.8166752453416364,0.9764624670756387,0.8996551338439686,0.7960530755584764,0.8844402547513686,0.5965736027515479,0.5632608657639552
docs_mono-001__uf3UTJw,docs_mono-001,v52,0.7856251637931577,6,184.5,0.7316429231063338,0.976184631537869,0.8366853821746201,0.9746862367892583,0.9300965317583891,0.771257659235452,0.8844402547513686,0.5965736027515479,0.5632608657639552
docs_mono-001__xQy9WpN,docs_mono-001,v51,0.5311800648884585,6,72.16666666666667,0.3316104237028165,0.8545668895176605,0.6351627960533291,0.9647269416192588,0.9416156386426904,0.6667747311909679,0.30368796168088147,0.431505515459973,0.4492228744505733
docs_mono-001__xQy9WpN,docs_mono-001,v52,0.5391258367847532,6,72.16666666666667,0.35755384084510533,0.8320660059856948,0.6719815549873065,0.9615084501745746,0.9274183123749372,0.662898973699074,0.30368796168088147,0.431505515459973,0.4492228744505733
government__dark_native_clean-00__AB3LvBj,government__dark_native_clean-001,v51,0.7933258264590501,7,184.71428571428572,0.7497256376859368,0.980318745664597,0.8633385726813625,0.9410198297496261,0.9559148483662767,0.7938808129711059,0.9738574845295238,0.5507697227026019,0.5163889521946387
government__dark_native_clean-00__AB3LvBj,government__dark_native_clean-001,v52,0.793813238253038,7,184.71428571428572,0.7555109831658164,0.9822588419298324,0.8634633600137335,0.9406766328553015,0.9564811207293934,0.7769195061924089,0.9738574845295238,0.5507697227026019,0.5163889521946387
government__dark_native_clean-00__AwAMSXY,government__dark_native_clean-001,v51,0.5719456373149469,7,86.42857142857143,0.3403341571251497,0.8648199469402618,0.7982535719577125,0.7493581178565619,0.9642124934945256,0.7219332624670917,0.5460886643638581,0.41259098717795695,0.44389606806105725
government__dark_native_clean-00__AwAMSXY,government__dark_native_clean-001,v52,0.577546673608148,7,86.42857142857143,0.37100158908056396,0.8306518016853942,0.816103404475549,0.7573692857191665,0.9654043048948858,0.7100487177404767,0.5460886643638581,0.41259098717795695,0.44389606806105725
government__dark_native_clean-00__EFooex3,government__dark_native_clean-001,v51,0.5900731442531205,7,84.42857142857143,0.34618486536899296,0.8536084934065634,0.8462149795010742,0.7538057076994056,0.9748946877780911,0.740382298594324,0.5444457682459515,0.459429723485174,0.4518115855984027
government__dark_native_clean-00__EFooex3,government__dark_native_clean-001,v52,0.5939184512862317,7,84.42857142857143,0.3661157580284862,0.8245447644729905,0.8623402831307062,0.7603160797396067,0.9753133146142208,0.7342956715164204,0.5444457682459515,0.459429723485174,0.4518115855984027
government__dark_native_clean-00__KNDEZmJ,government__dark_native_clean-001,v51,0.728019793005573,7,160.14285714285714,0.6475662333792985,0.9758789892474234,0.9065870744992127,0.8269249421677097,0.9742597217331929,0.7834846009946113,0.882044513877883,0.4282218873656238,0.5022561481756059
government__dark_native_clean-00__KNDEZmJ,government__dark_native_clean-001,v52,0.7270489988462179,7,160.14285714285714,0.6544234628895278,0.9742066030201416,0.8991169031208636,0.8250566260450839,0.9752957978845591,0.7661317186014543,0.882044513877883,0.4282218873656238,0.5022561481756059
government__dark_native_clean-00__LnKU9Xq,government__dark_native_clean-001,v51,0.5855860414762556,7,91.85714285714286,0.30857408921151536,0.8655230009653574,0.8237836328368883,0.869610766392703,0.9687751914727245,0.710280953141038,0.552221597628178,0.43284473274682644,0.4374813624393855
government__dark_native_clean-00__LnKU9Xq,government__dark_native_clean-001,v52,0.5849070245069399,7,91.85714285714286,0.3134767083049669,0.8314869984427865,0.8379360722401533,0.8685047256410222,0.973588741998945,0.7049169057196273,0.552221597628178,0.43284473274682644,0.4374813624393855
government__dark_native_clean-00__arGGrZM,government__dark_native_clean-001,v51,0.5724875952544288,7,84.0,0.27676782922475,0.8744901071502326,0.8380316136398396,0.8877594185597294,0.970155051902972,0.7182907350180885,0.5091600941033267,0.39969204686704846,0.45954749105387044
government__dark_native_clean-00__arGGrZM,government__dark_native_clean-001,v52,0.5733814637652105,7,84.0,0.2854165083588269,0.8473156337959774,0.8513582807335593,0.8904005627256517,0.9740701990448484,0.710660045792922,0.5091600941033267,0.39969204686704846,0.45954749105387044
government__dark_native_clean-00__eXfAK9s,government__dark_native_clean-001,v51,0.5526614852843919,7,87.14285714285714,0.35055188332919485,0.8907944003604306,0.7743783461184484,0.7689004955529979,0.9688812413820521,0.7119822085233654,0.5153213784017996,0.3247057453107228,0.4517280172172002
government__dark_native_clean-00__eXfAK9s,government__dark_native_clean-001,v52,0.5584197260838643,7,87.14285714285714,0.36549692609437195,0.859377581063052,0.8133104944049144,0.7724474872415892,0.9667906346392178,0.7063100638102816,0.5153213784017996,0.3247057453107228,0.4517280172172002
government__dark_native_clean-00__ofpjwuZ,government__dark_native_clean-001,v51,0.5814457334893179,7,87.57142857142857,0.32930095918349206,0.875113352534535,0.8123117131179054,0.8323296649612234,0.971856253005733,0.6869569597789961,0.5073264678243653,0.44892936289066393,0.45523584389240884
government__dark_native_clean-00__ofpjwuZ,government__dark_native_clean-001,v52,0.5821020706537485,7,87.57142857142857,0.3301941321699495,0.8487393041375013,0.8336504414310737,0.833587579897711,0.9744855195642759,0.6827270931033649,0.5073264678243653,0.44892936289066393,0.45523584389240884
government__dark_native_clean-00__xni39HT,government__dark_native_clean-001,v51,0.5573465174181453,7,90.57142857142857,0.33549895636320065,0.8729126912021558,0.8149076039588762,0.7685339099606355,0.9816588449581334,0.669202998282822,0.5298272619744328,0.3346146534681879,0.48017511062901896
government__dark_native_clean-00__xni39HT,government__dark_native_clean-001,v52,0.5619609104351851,7,90.57142857142857,0.35321390285827653,0.8448097256655945,0.8412196855561381,0.768530533235429,0.986461429545981,0.6679075123750678,0.5298272619744328,0.3346146534681879,0.48017511062901896
portfolio_neobrut-001__3Vkv6rW,portfolio_neobrut-001,v51,0.7234293131236841,6,109.33333333333333,0.6250136347198413,0.9734864285488517,0.9188785697511546,0.8803070344869671,0.9656074466650203,0.7329083007694872,0.9117832910498177,0.45697120546191755,0.2081660925026035
portfolio_neobrut-001__3Vkv6rW,portfolio_neobrut-001,v52,0.7245094126745384,6,109.33333333333333,0.619277953265362,0.9659753001171545,0.9377880152131827,0.9011754232231034,0.9790372201010274,0.6940101606095298,0.9117832910498177,0.45697120546191755,0.2081660925026035
portfolio_neobrut-001__6MKsvgz,portfolio_neobrut-001,v51,0.45842738009192435,6,46.333333333333336,0.16180920779507854,0.8319415554579708,0.6011193855179364,0.727533812007059,0.9449230125003245,0.4593101067450837,0.7126095191860817,0.2000330949634355,0.20173083501723302
portfolio_neobrut-001__6MKsvgz,portfolio_neobrut-001,v52,0.4544220554158758,6,46.333333333333336,0.18776170250418048,0.8350786407817239,0.58026266063827,0.6726085462041981,0.9779043723146357,0.44154016998491935,0.7126095191860817,0.2000330949634355,0.20173083501723302
portfolio_neobrut-001__CyN9vxK,portfolio_neobrut-001,v51,0.47393666215369495,6,48.0,0.16555539159946767,0.8166839038615797,0.615784928509108,0.7488151354392075,0.9322983669288017,0.4618190360933543,0.687632492138983,0.2757616822245305,0.2103955711387038
portfolio_neobrut-001__CyN9vxK,portfolio_neobrut-001,v52,0.48325814076226514,6,48.0,0.20040626564709138,0.8092613230882617,0.682479845168983,0.6922844369038296,0.9605822721664734,0.4366669207120311,0.687632492138983,0.2757616822245305,0.2103955711387038
portfolio_neobrut-001__Prg5rrg,portfolio_neobrut-001,v51,0.4723191731512009,6,51.5,0.16802887384514842,0.8338519427708203,0.6750236331017533,0.6925652215617332,0.933688887084322,0.4519458514028245,0.6705994282360774,0.2617126235547288,0.18576810934308655
portfolio_neobrut-001__Prg5rrg,portfolio_neobrut-001,v52,0.4759048665153296,6,51.5,0.17739440989920563,0.8277389690691472,0.7157428435270395,0.6626380418335722,0.9697635614212698,0.4361202500529768,0.6705994282360774,0.2617126235547288,0.18576810934308655
portfolio_neobrut-001__QDwvhuZ,portfolio_neobrut-001,v51,0.6287099219118555,6,132.33333333333334,0.3075244051040075,0.9403670571179608,0.8010774771190822,0.7164377994701351,0.962166804382942,0.6181724337706709,0.9582478287030048,0.48421543545382556,0.19748101159265277
portfolio_neobrut-001__QDwvhuZ,portfolio_neobrut-001,v52,0.6337259831040004,6,132.33333333333334,0.3328078652917412,0.9399993589637282,0.8067694939516811,0.7150865846624453,0.9736644096852013,0.6037215922886846,0.9582478287030048,0.48421543545382556,0.19748101159265277
portfolio_neobrut-001__VG6XcKA,portfolio_neobrut-001,v51,0.6018424511085407,6,129.33333333333334,0.15747884489292163,0.9395937006772573,0.8580969268533742,0.7341256410648075,0.9592100542266114,0.6295959344673601,0.9362712186945895,0.46050315787157886,0.20478195651743047
portfolio_neobrut-001__VG6XcKA,portfolio_neobrut-001,v52,0.6079711694252535,6,129.33333333333334,0.17224169038740997,0.9405254725671227,0.8642236119558371,0.773119449184538,0.9706681929048164,0.5948877034970831,0.9362712186945895,0.46050315787157886,0.20478195651743047
portfolio_neobrut-001__d79XFC9,portfolio_neobrut-001,v51,0.62050272235981,6,138.83333333333334,0.18470849542581527,0.9552689550664083,0.8387133293439799,0.8226361537456109,0.979020210732017,0.6401496183672745,0.9560307882353123,0.47224815611038523,0.20203565232220674
portfolio_neobrut-001__d79XFC9,portfolio_neobrut-001,v52,0.6214619167900133,6,138.83333333333334,0.19554050950123122,0.9524274450087851,0.8640664024331927,0.7825438620807764,0.9853405570408342,0.6258138348469545,0.9560307882353123,0.47224815611038523,0.20203565232220674
portfolio_neobrut-001__jpUgHGi,portfolio_neobrut-001,v51,0.7039761427645038,6,109.0,0.6396247084919342,0.9769800283086681,0.9085184877036606,0.8107736831070826,0.9711964601100463,0.6225249443040887,0.9115338980945012,0.40818979127802657,0.23007533168015737
portfolio_neobrut-001__jpUgHGi,portfolio_neobrut-001,v52,0.7103177082861493,6,109.0,0.648714900873058,0.9752591884986348,0.930535449573596,0.7990723464466378,0.980768585413252,0.6737889525436541,0.9115338980945012,0.40818979127802657,0.23007533168015737
portfolio_neobrut-001__nrwTaUn,portfolio_neobrut-001,v51,0.6684619149000252,6,113.16666666666667,0.3114930509836868,0.9754594751834879,0.9369587122068476,0.791089309672011,0.9710635542438432,0.6888444231624703,0.9181250783259064,0.5325112549183757,0.2060277099205219
portfolio_neobrut-001__nrwTaUn,portfolio_neobrut-001,v52,0.6751798513918613,6,113.16666666666667,0.3391534991120055,0.9747987931267689,0.9539700959468479,0.7823749880790186,0.9807188953709057,0.6802772165653418,0.9181250783259064,0.5325112549183757,0.2060277099205219
portfolio_neobrut-001__x6rytht,portfolio_neobrut-001,v51,0.48343442192415775,6,49.833333333333336,0.1847703615201397,0.84038125158457,0.5861866158423943,0.7194171061005948,0.9494470523033889,0.5745880117942107,0.6573455980987079,0.3338067437525642,0.16959864840449165
portfolio_neobrut-001__x6rytht,portfolio_neobrut-001,v52,0.4791475422445861,6,49.833333333333336,0.22828288913959718,0.8489166583026843,0.5617819710466911,0.6426843069504017,0.9763193919984863,0.5244090269762164,0.6573455980987079,0.3338067437525642,0.16959864840449165
